seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
24,City of Norwich,1944-11-30,30/11,sailing,sydney-nsw,,TRUE,red = sailing
25,City of Norwich,1944-12-01,1/12,arrival,port-kembla,P.Kembla,FALSE,"black = arrival. NEW PORT (Port Kembla, NSW)"
26,City of Norwich,1944-12-06,6/12,sailing,port-kembla,,TRUE,red = sailing
27,City of Norwich,1944-12-07,7/12,arrival,sydney-nsw,Syd,FALSE,black = arrival
28,City of Norwich,1944-12-14,14/12,sailing,sydney-nsw,,TRUE,"red = sailing. Year changes to 1945 here, boxed between the reference columns"
29,City of Norwich,1944-12-29,29/12,arrival,fremantle,Fre,FALSE,"black = arrival. Card writes the short form 'Fre' here and at every later occurrence, distinct from 'Freet' (Freetown) used earlier on this same card - resolved as Fremantle, which fits a Sydney-to-Indian-Ocean route far better than a second Freetown call"
30,City of Norwich,1945-01-05,5/1,sailing,fremantle,,TRUE,red = sailing
31,City of Norwich,1945-01-28,28/1,arrival,ceylon,Cey,FALSE,black = arrival
32,City of Norwich,1945-01-29,29/1,sailing,ceylon,,TRUE,red = sailing
33,City of Norwich,1945-02-03,3/2,arrival,sandheads,Sandh,FALSE,black = arrival
34,City of Norwich,1945-02-06,6/2,arrival,calcutta,Cal,FALSE,black = arrival
35,City of Norwich,1945-02-19,19/2,sailing,calcutta,,TRUE,red = sailing
36,City of Norwich,1945-02-19,19/2,arrival,sandheads,Sandh,FALSE,"black = arrival, same day"
37,City of Norwich,1945-02-23,23/2,arrival,trincomalee,Trinc,FALSE,"black = arrival - the card writes 'Trinc', ports.csv has it as 'Trin'"
38,City of Norwich,1945-03-04,4/3,sailing,trincomalee,,TRUE,red = sailing
39,City of Norwich,1945-03-16,16/3,arrival,fremantle,Fre,FALSE,black = arrival
40,City of Norwich,1945-03-17,17/3,sailing,fremantle,,TRUE,red = sailing
41,City of Norwich,1945-03-19,19/3,arrival,albany,Alb,FALSE,"black = arrival - Albany, Western Australia"
42,City of Norwich,1945-03-22,22/3,sailing,albany,,TRUE,red = sailing
43,City of Norwich,1945-03-29,29/3,arrival,sydney-nsw,Syd,FALSE,black = arrival
44,City of Norwich,1945-05-03,3/5,sailing,sydney-nsw,,TRUE,"red = sailing. Over a month docked at Sydney, unexplained on this card"
45,City of Norwich,1945-05-03,3/5,arrival,port-kembla,P.Kembla,FALSE,"black = arrival, same day"
46,City of Norwich,1945-05-06,6/5,sailing,port-kembla,,TRUE,red = sailing
47,City of Norwich,1945-05-09,9/5,arrival,melbourne,Melb,FALSE,black = arrival
48,City of Norwich,1945-05-15,15/5,sailing,melbourne,,TRUE,red = sailing
49,City of Norwich,1945-05-22,22/5,sailing,adelaide,Adl,FALSE,"UNCERTAIN - red = sailing, no arrival logged at Adelaide before it - same pattern as several earlier unexplained gaps in this collection (e.g. IMG_5645's Durban sailing)"
50,City of Norwich,1945-05-28,28/5,arrival,fremantle,Fre,FALSE,black = arrival
51,City of Norwich,1945-05-31,31/5,sailing,fremantle,,TRUE,red = sailing
52,City of Norwich,1945-06-13,13/6,arrival,ceylon,Cey,FALSE,black = arrival
53,City of Norwich,1945-06-25,25/6,sailing,ceylon,,TRUE,red = sailing
54,City of Norwich,1945-06-29,29/6,arrival,vizagapatam,Vizag,FALSE,black = arrival
55,City of Norwich,1945-07-07,7/7,sailing,vizagapatam,,TRUE,red = sailing
56,City of Norwich,1945-07-09,9/7,arrival,sandheads,Sandh,FALSE,black = arrival
57,City of Norwich,1945-07-17,17/7,arrival,calcutta,Cal,FALSE,"black = arrival, annotated '(prev)' - same unexplained annotation style as IMG_5647's Bougie entry, meaning not established"
58,City of Norwich,1945-08-07,7/8,sailing,calcutta,,TRUE,red = sailing
59,City of Norwich,1945-08-08,8/8,arrival,sandheads,Sandh,FALSE,"UNCERTAIN colour - read as red to match the surrounding sailing citations, but could be a black arrival; the ink is hard to distinguish at this specific spot"
60,City of Norwich,1945-08-14,14/8,arrival,ceylon,Cey,FALSE,black = arrival
61,City of Norwich,1945-08-24,24/8,sailing,ceylon,,TRUE,red = sailing
62,City of Norwich,1945-09-08,8/9,arrival,fremantle,Fre,FALSE,black = arrival
63,City of Norwich,1945-09-12,12/9,sailing,fremantle,,TRUE,"red = sailing. Card ends 'Contd on card No 10' (not yet identified)"
